Tweet,Stance,Index,Original Tweet
"yes , do tell us , name one of her accomplishments",AGAINST,1724,"Yes, do tell US, name one of her accomplishments #SemST"
"apparently , putting cocaine in someone 's butthole and then waiting for them to fart in your face is the wrong way to get high",NONE,1725,"Apparently, putting cocaine in someone's butthole and then waiting for them to fart in your face is the wrong way to get high. #SemST"
why is hillary lying again about something news worthy ? what 's news worthy is if she does n't lie about something,AGAINST,1726,Why is Hillary lying AGAIN about something news worthy? What's news worthy is if she doesn't lie about something #SemST
chipotle employees should n't complain hillary left nothing in the tip jar they 're lucky she did n't dip in and help herself,AGAINST,1727,Chipotle employees shouldn't complain Hillary left nothing in the tip jar. They're lucky she didn't dip in and help herself #SemST
"blue saloon women are not a demographic , we are at least 50 of the nation so a woman is no more symbolic than a man",NONE,1728,"@Bluesaloon Women are not a demographic, we are at least 50% of the nation. So a woman is no more symbolic than a man #SemST"
sending you gay bear love from chicago hillary clinton # hillary my president #,FAVOR,1729,Sending u gay bear love from Chicago @HillaryClinton #HillaryMyPresident #SemST
i love the smell of hillary in the morning it smells like republican victory # ted cruz 2016 # # marco rubio #,AGAINST,1730,I love the smell of Hillary in the morning. It smells like Republican Victory. #TedCruz2016 #MarcoRubio #SemST
pro bird rights i do a stump speech it on the stump in the park attendance mandatory,NONE,1731,@ProBirdRights: I do a stump speech. It on the stump in the park. attendance mandatory. #SemST
i 'd still rather have aaron hernandez as president than hillary,AGAINST,1732,I'd still rather have Aaron Hernandez as President than Hillary.  #SemST
jsa vol y ted cruz here yeah go teddy boy the world is getting hotter ! ! it 's called global warming ! ! you 're such a putz ! !,NONE,1733,@JSavoly @tedcruz Here ya go teddy boy..the world is getting HOTTER!! It's called GLOBAL WARMING!!  You're such a PUTZ!! #SemST
justice willett at least he has a platform,NONE,1734,@JusticeWillett at least he has a platform #SemST
"because i'm against common core , common crooks and common lies ! # no hillary 2016 # # stop hillary clinton 2016 # # why im not voting for hillary #",AGAINST,1735,"Because I'm against common core, common crooks and common lies! #NoHillary2016 #StopHillaryClinton2016 #WhyImNotVotingForHillary #SemST"
i would laughing my a off if some negro democrat decides to run for president # hillary clinton 2016 # # hillary s big announcement # # hillary s donors #,AGAINST,1736,I would LMAO if some negro Democrat decides to run for President. #HillaryClinton2016 #HillarysBigAnnouncement #HillarysDonors #SemST
"senna 1 kiri ll was here how many men are getting their dicks sucked daily in congress , etc and no one gives a shit",NONE,1737,"@senna1 @KirillWasHere how many men are getting their dicks sucked daily in congress, etc and no one gives a shit... #SemST"
"you ca n't grow an economy from the bottom up if she gets in , we 're all in trouble",AGAINST,1738,"You can't grow an economy from the bottom up. If she gets in, we're ALL in trouble #SemST"
hillary clinton stop raising taxes and let people keep more of their wages ! # liberty not hillary # # stand with rand #,AGAINST,1739,@HillaryClinton Stop raising taxes and let people keep more of their wages! #LibertyNotHillary #StandWithRand #SemST
"the blaze if you think hillary is n't taking foreign money from muslim brotherhood , you probably favor obama as chief justice",AGAINST,1740,"@theblaze If you think Hillary isn't taking foreign money from Muslim brotherhood, you probably favor Obama as chief justice #SemST"
"3 fixing america 's political system by getting rid of unaccountable money , and for protecting the country",NONE,1741,"3. Fixing America's political system by getting rid of ""unaccountable"" money, and 4. Protecting the country. #SemST"
marijuana ? mari ju a age equality ? ? coincidence i think not ! ! 11 !,NONE,1742,marijuana? marijuaage equality?? coincidence i think nOT!!11! #SemST
kori was in ger j but tawi po she also voted for the iraq war and was responsible for gathering the democrats votes to support it,AGAINST,1743,@KoriWasinger @JButtawipo she also voted for the Iraq war and was responsible for gathering @TheDemocrats votes to support it. #SemST
ding dong,NONE,1744,Ding Dong ____ _____ __ ____ #SemST
rt max tollens jr one per center lied about being # dead broke # no more lies no to,NONE,1745,RT @MaxTollensJr: One-percenter lied about being #DeadBroke No more lies. NO to #SemST
s lessard 100 agree we need a woman like hillary that can help this country get nursed back together !,FAVOR,1746,@SLessard 100% agree. We need a woman like Hillary that can help this country get nursed back together! #SemST
much like you good people i forgot about my # live tweeting bladerunner # a couple weeks ago # callback # # pot roast # # cartography # # blue #,NONE,1747,Much like you good people I forgot about my #livetweetingbladerunner a couple weeks ago #callback #potroast #cartography #blue #SemST
rand paul hillary clinton you could never dream to be as intelligent as she is,FAVOR,1748,@RandPaul @HillaryClinton you could never dream to be as intelligent as she is #SemST
"if hillary will lock americans in classrooms during her campaign , she 'll have no problems locking us all up whenever she wants",AGAINST,1749,"If Hillary will lock Americans in classrooms during her campaign, she'll have no problems locking us all up whenever she wants. #SemST"
# why im not voting for hillary # she calls education a non family enterprise # im committed 2 defeat hillary # are you ? # nc pol # gop,AGAINST,1750,"#WhyImNotVotingForHillary she calls education a ""non-family enterprise"" #ImCommitted2DefeatHillary Are you? #ncpol @GOP #SemST"
"bristol a 48 alc in i ah mahogany 1992 st phil mz diva h 67 progress 4 ohio grace slick 77 aunt lu lie deejay e dee he cool , but no",NONE,1751,"@bristola48 @AlciniaH @Mahogany1992 @stphil @MzDivah67 @Progress4Ohio @graceslick77 @AuntLulie @deejayedee He cool, but NO #SemST"
jeff nichols 82 hillary for i a # freedom # justice equality education for innovation and development to make # happy # life in utopia,FAVOR,1752,@Jeff_Nichols_82 @HillaryforIA #freedom_justice_equality_education for innovation and development to make #happy_life in Utopia #SemST
whitehouse barack obama hillary for i a barack obama the whole # world # is supporting you,FAVOR,1753,@WhiteHouse @BarackObama @HillaryforIA @BarackObama The whole #world is supporting you. #SemST
hillary clinton especially the paid union lack ies who have no idea why their there propaganda machine spinning overtime,AGAINST,1754,@HillaryClinton Especially the paid union lackies who have no idea why their there. Propaganda machine spinning overtime. #SemST
hillary clinton the deceit hand ? thats a hand you know well right ?,AGAINST,1755,@HillaryClinton The deceit hand? Thats a hand you know well. Right? #SemST
a lyss smith h there she is pant suite hillary to hide those thighs # hillary s donors # # hillary s big announcement # # benghazi # # obama #,AGAINST,1756,@AlyssSmithh There she is pant suite Hillary to hide those thighs #HillarysDonors #HillarysBigAnnouncement #Benghazi #Obama #SemST
hillary clinton will pick sen warren for vp mark my tweet # unstoppable ticket # # elizabeth warren #,FAVOR,1757,@HillaryClinton will pick @SenWarren for VP -Mark my tweet. #UnstoppableTicket #ElizabethWarren #SemST
i'm going to apply for the intern job,NONE,1758,I'm going to apply for the Intern job #SemST
thanks 1 political math then you know how slippery snakes slither over shards of glass !,NONE,1759,@TX_1 @politicalmath Then you know how slippery snakes slither over shards of glass! #SemST
46 dr house be interesting to see how hillary defends same when questioned she will eventually have to answer questions,AGAINST,1760,@46drhouse - Be interesting to see how Hillary defends same when questioned.  She will eventually have to answer questions. #SemST
hillary clinton what 's the ambient temperature in # hell # today ? use that as a guide !,AGAINST,1761,.@HillaryClinton What's the ambient temperature in #Hell today? Use that as a guide!  #SemST
"gov chafee , why are you trying to make fetch happen it 's not going to happen",NONE,1762,"Gov. Chafee, why are you trying to make fetch happen. It's not going to happen. #SemST"
# everyday sexism # only a tik salt may say what sexism is the rest of you all shut up,NONE,1763,#everydaysexism Only > @ATikSalt < may say what sexism is. The rest of y'all shut up. #SemST
"tj hansen o will is serious , if trump runs you 'll get a trump tattoo ? calling the donald ! !",NONE,1764,"@tjhansen @owillis serious, if trump runs you'll get a trump tattoo? Calling the Donald!! #SemST"
"everything about hillary clinton is bogus her issues , her history , her # iowa # trip , her # twitter # followers , her campaigning",AGAINST,1765,"Everything abt @HillaryClinton is BOGUS. Her issues, her history, her #Iowa trip, her #Twitter followers, her campaigning #SemST"
# hillary clinton # is a champion of data removal,AGAINST,1766,#hillaryclinton is a champion of data removal. #SemST
founders girl artist angie i want the first female to be competent,AGAINST,1767,@FoundersGirl @Artist_Angie I want the first female to be competent. #SemST
saudi arabia imprisons flogs rape victims women 's champion hillary clinton has accepted millions from saudi govt # t cot #,AGAINST,1768,"Saudi Arabia imprisons & flogs rape victims. ""Women's champion"" @HillaryClinton has accepted MILLIONS $$$ from Saudi govt #tcot #SemST"
how much was monica getting paid when bill 's burrito squirted sauce all over her pretty blue dress ? maur a reynolds politico,AGAINST,1769,How much was Monica getting paid when Bill's burrito squirted sauce all over her pretty blue dress? @MauraReynolds @politico #SemST
go watch america imagine a world without her it 'll make you realize how lucky we are to live in the best country on earth,NONE,1770,Go watch America: Imagine A World Without Her. It'll make you realize how lucky we are to live in the best country on Earth #SemST
i suspect hillary 's scooby doo tour is being used as a distraction from server gate et al # no obama third term #,AGAINST,1771,I suspect Hillary's Scooby Doo tour is being used as a distraction from ServerGate et al.  #NoObamaThirdTerm #SemST
breaking news # hillary # trades campaign bus for a broomstick,AGAINST,1772,Breaking News: #Hillary trades campaign bus for a broomstick. #SemST
"so cali militia 1 czar of freedom that god for global warming melting icebergs , never gets prosecuted for her crimes # liberals #",AGAINST,1773,"@SoCaliMilitia1 @CzarofFreedom  That God for global warming melting icebergs, never gets prosecuted for her crimes #Liberals #SemST"
nothing says i'm every woman like 10 democrat staffers in a machine shop in # iowa # right hillary clinton ? # not ready for hillary #,AGAINST,1774,"Nothing says ""I'm Every Woman"" like 10 Democrat staffers in a machine shop in #Iowa right @HillaryClinton? #NotReadyForHillary #SemST"
"i 'd love for some reporter to ask , second clinton , will you b returning the white house china , if elected ? or did you already hock it ?",AGAINST,1775,"I'd love for some reporter to ask, ""Sec Clinton, will u b returning the White House china, if elected? Or did u already hock it? #SemST"
very simple the clinton 's are corrupt,AGAINST,1776,Very simple: the Clinton's are corrupt. #SemST
capt yonah the hill fine unethical or illegal quid professional quo uranium deal works for me,NONE,1777,.@CaptYonah @thehill Fine; unethical or illegal quid pro quo uranium deal works for me. #SemST
con serva tv eg url those of us that also have a brain will be voting against hillary,AGAINST,1778,@ConservatveGurl those of us that also have a brain will be voting against Hillary... #SemST
life news hq tolerance at its best ! do as i say not as i do,NONE,1779,@LifeNewsHQ tolerance at its best! Do as I say not as I do #SemST
"chris 1791 truth revolt that does n't leave much to talk about , then , does it ?",NONE,1780,"@Chris_1791 @TruthRevolt That doesn't leave much to talk about, then, does it? #SemST"
i'm thinking # hillary # throws # chelsea # under the bus to end # foundation # firestorm # clinton cash # # the greater good # # election 2016 #,AGAINST,1781,I'm thinking #Hillary throws #Chelsea under the bus to end #Foundation firestorm.  #ClintonCash #TheGreaterGood #election2016 #SemST
fox news # happening now # optics problem ? no the real hillary clinton has stood up # clinton cash # # i a votes #,AGAINST,1782,@FoxNews #HappeningNow optics problem? No the real Hillary Clinton has stood up #ClintonCash #IaVotes #SemST
hillary clinton you can run but you ca ' t hide # clinton foundation scandal # # clinton cash # # email gate #,AGAINST,1783,@HillaryClinton You can run but you ca't hide. #ClintonFoundationscandal #ClintonCash #emailgate #SemST
"in case of emergency , push this button to scrub server",NONE,1784,"In case of Emergency, Push THIS BUTTON to scrub server..... #SemST"
great to see my mentor rep susan davis at # dc in sd # and she 's right we have the most qualified candidate ever running for potus,FAVOR,1785,Great to see my mentor @RepSusanDavis at #DCinSD. And she's right we have the most qualified candidate ever running for POTUS. #SemST
barack obama # love # peace and peaceful coexistence of all no to violence and # terrorism #,NONE,1786,@BarackObama #Love_peace and peaceful coexistence of all no to violence and #terrorism #SemST
ready for hrc hillary clinton support encourage # hillary clinton # president # united states # world is success of women in world,FAVOR,1787,@readyforHRC @HillaryClinton  Support encourage #HillaryClinton president #UnitedStates world is success of women in  world #SemST
i bet leslie knope would be so happy about,FAVOR,1788,I bet Leslie Knope would be so happy about #SemST
"also the 400 , 000 speaking fees # hillary # took from goldman sachs for two speeches joan vennochi",AGAINST,1789,"Also the $400,000 ""speaking fees"" #Hillary took from Goldman Sachs for two ""speeches."" @Joan_Vennochi #SemST"
ready for hrc support encourage # hillary clinton # president # united states # world is success of women in world,FAVOR,1790,@readyforHRC   Support encourage #HillaryClinton president #UnitedStates world is success of women in  world #SemST
nature guy 101 mary m oriente s support encourage # hillary clinton # president # united states # world is success of women in world,FAVOR,1791,@NatureGuy101 @MaryMorientes   Support encourage #HillaryClinton president #UnitedStates world is success of women in  world #SemST
rebecca lips on # freedom # justice equality education for innovation and development to make # happy # life i utopia,NONE,1792,@rebeccalipson  #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia #SemST
before leaving my dad 's i took the liberty in framing and put up the pictures he has meeting hillary and bill clinton in '92,FAVOR,1793,Before leaving my dad's I took the liberty in framing and put up the pictures he has meeting Hillary and Bill Clinton in '92 #SemST
# hillary s accomplishments # being a total cluster fuck at anything she does # ready for hillary # # unite blue # # top prog # # t pot # # lib crib #,AGAINST,1794,#HillarysAccomplishments Being a total clusterfuck at anything she does. #ReadyForHillary #UniteBlue #TopProg #TPOT #LibCrib #SemST
rt chuck nellis hillary clinton name change it 's no longer hrc it 's now hillary uranium # benghazi # clinton take note,AGAINST,1795,RT .@ChuckNellis  .@HillaryClinton name change; it's no longer HRC it's now Hillary Uranium #Benghazi Clinton. Take note. #SemST
hillary is on her way to # baltimore # to be their champion # baltimore riots #,FAVOR,1796,Hillary is on her way to #Baltimore to be their champion. #BaltimoreRiots #SemST
"take faith that almost every political entity around you , whether dissident or not , serves no good purpose # dem publicans #",AGAINST,1797,"take faith that almost every political entity around you, whether dissident or not, serves no good purpose #Dempublicans #SemST"
you do n't have to be a lawyer to know the clinton violated ethics rules,AGAINST,1798,You don't have to be a lawyer to know the Clintons violated ethics rules. #SemST
xx o a x hillary clinton mary m oriente s barack obama the whole # world # is supporting you,FAVOR,1799,@Xxoax @HillaryClinton @MaryMorientes   @BarackObama The whole #world is supporting you. #SemST
hillary clinton # freedom # justice equality education for innovation and development to make # happy # life i utopia,FAVOR,1800,@HillaryClinton #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia #SemST
"so clinton fd n , i believe andrew fastow beat you to the we made mistakes , as many organizations of our size do excuse",AGAINST,1801,"So @ClintonFdn, I believe Andrew Fastow beat you to the ""we made mistakes, as many organizations of our size do"" excuse #SemST"
i'm 19 years old and care about politics and elections i feel like i'm 67 years old,NONE,1802,I'm 19 years old and care about politics and elections.... I feel like I'm 67 years old #SemST
hillary clinton i notice that you did n't condemn the lawless actions of the rioters,AGAINST,1803,@HillaryClinton I notice that you didn't condemn the lawless actions of the rioters. #SemST
obama climate change or bush ? who to blame ? hillary right wing conspiracy in baltimore # bal it more riots #,AGAINST,1804,Obama:  climate change or bush?  Who to blame...?  Hillary:  right wing conspiracy in Baltimore. #BalitmoreRiots #SemST
"was n't the original # scooby van # also full of unemployed hippies a stupid dog , who lived to meddle in other people 's business ?",AGAINST,1805,"Wasn't the original #ScoobyVan also full of unemployed hippies & a stupid dog, who lived to meddle in other people's business? #SemST"
"in 2013 clinton foundation collected 140m and spent 9m on direct aid , in 2014 they raised 500m and spent 100m on direct aid !",AGAINST,1806,"In 2013 Clinton Foundation collected $140M and spent $9M on direct aid, in 2014 they raised $500M and spent $100M on direct aid!  #SemST"
students of # baylor university # are you all ready for # marco rubio # in # 2016 # # bu # # baylor # # bears # # baylor bears # # new american century # # gop #,AGAINST,1807,Students of #BaylorUniversity are y'all ready for #MarcoRubio in #2016 #BU #Baylor #Bears #BaylorBears #NewAmericanCentury #GOP #SemST
chelsea clinton hrc do you stand for # bill clinton # assaulting teen girls too ? # ready for hillary # # hillary clinton # # clinton 2016 #,AGAINST,1808,@ChelseaClinton @HRC Do you stand for #BillClinton assaulting teen girls too? #ReadyForHillary #HillaryClinton #Clinton2016 #SemST
hey # texas state # # bobcats # i hope you all are ready for # marco rubio # # 2016 # # texas state university # # new american century # # texas # # t cot #,NONE,1809,Hey #TexasState #Bobcats I hope y'all are ready for #MarcoRubio #2016 #TexasStateUniversity #NewAmericanCentury #Texas #TCOT #SemST
the only thing that i would pay money for is to hear hillary clinton say i quit and i'm guilty that would be worth millions,AGAINST,1810,"The only thing that I would pay money for is to hear Hillary Clinton say ""I QUIT and I'm GUILTY"" that would be worth millions. #SemST"
"hillary clinton keeps sending me emails , and when i try to subscribe , i get an error message this is cancer",AGAINST,1811,"Hillary Clinton keeps sending me emails, and when I try to unsubscribe, I get an error message. THIS IS CANCER #SemST"
hillary clinton barack obama the whole # world # is supporting you,FAVOR,1812,@HillaryClinton @BarackObama The whole #world is supporting you. #SemST
"denial it works for hillary , why not the mayor of # baltimore # # democrat lies matter #",AGAINST,1813,"Denial. It works for Hillary, why not the Mayor of #Baltimore. #DemocratLiesMatter #SemST"
join the twitter movement ! rt or favorite for a mention or follow back !,NONE,1814,Join the Twitter movement! RT or fav for a mention or follow back! #SemST
wow rt greta baltimore orioles to play tomorrow but no public allowed # baltimore riots # # freddie gray # # thanks obama # # wake up america #,NONE,1815,"Wow RT ""@greta Baltimore Orioles to play tomorrow but no public allowed"" #BaltimoreRiots #FreddieGray #ThanksObama #WakeUpAmerica #SemST"
spoke to hillary clinton today in New York City wow ! so smart and impressive ! ! !,FAVOR,1816,Spoke to @HillaryClinton today in NYC. Wow! So smart and impressive!!! #SemST
hillary clinton says the millionaire politician who accepts from countries that execute gays # hypocrite # # wake up america #,AGAINST,1817,@HillaryClinton Says the millionaire politician who accepts $$$ from countries that execute gays. #Hypocrite #WakeUpAmerica #SemST
"# bernie sanders # is running for president , do n't the # democrats # already have one really old guy running ? ?",AGAINST,1818,"#BernieSanders is running for president, don't the #democrats already have one really old guy running?? #SemST"
297 days until i can register to vote ! ! 1 year 193 days until election day # rock the vote # # democrats # # every vote counts #,FAVOR,1819,297 days until I can register to vote!!1 year 193 days until Election Day #RockTheVote #democrats #everyvotecounts #SemST
theyre not thugs you # tea party # racists they are community re organizers ! ! # t cot # # baltimore riots #,NONE,1820,"THEYRE NOT ""THUGS""  YOU #TEAPARTY RACISTS THEY ARE ""COMMUNITY REORGANIZERS"" !! #TCOT #baltimoreriots #SemST"
hillary will get past the primaries cause them voters do n't think she can do any wrong but she will be beat in november,AGAINST,1821,Hillary will get past the primaries cause Dem voters don't think she can do any wrong. But she will be beat in November #SemST
hillary clinton loving the new colorful profile picture ! # love it #,FAVOR,1822,@HillaryClinton loving the new colorful profile pic! #loveit #SemST
"hillary clinton did your rich saudi donors , who execute gays , join the team ? # hypocrite # # wake up america #",AGAINST,1823,"@HillaryClinton Did your rich Saudi donors, who execute gays, join the team? #Hypocrite #WakeUpAmerica  #SemST"
"also , i finally moved to fd city today ! will be much easier to get around going forward ! # moving #",NONE,1824,"Also, I finally moved to @FDCITY today! Will be much easier to get around going forward! #moving #SemST"
i think i am going to vote for monica lewinsky 's ex boyfriends wife,FAVOR,1825,I think I am going to vote for Monica Lewinsky's Ex- boyfriends Wife #SemST
and the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours,AGAINST,1826,And the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours. #SemST
hillary clinton versus bernie sanders primary will be like the brawl over applesauce at the retirement home # ready for hillary #,FAVOR,1827,Hillary Clinton vs. Bernie Sanders primary will be like the brawl over applesauce at the retirement home. #ReadyForHillary #SemST
