Unnamed:0,sentence,ent_nut,ent_pos,ent_neg,sta_nut,sta_sup,sta_opp,senti,label
55,"blue saloon women are not a demographic , we are at least 50 of the nation so a woman is no more symbolic than a man",-0.03624881,0.08665554,-0.03624881,2.165886958,2.456762127,1.581935185,Neutral,neutral
56,sending you gay bear love from chicago hillary clinton # hillary my president #,-0.033884533,0.096254535,-0.033884533,4.265892977,4.588311488,3.320299359,Positive,support
57,i love the smell of hillary in the morning it smells like republican victory # ted cruz 2016 # # marco rubio #,-0.033769283,0.10167257,-0.033769283,5.366917116,5.569396586,4.30566091,Negative,oppose
58,pro bird rights i do a stump speech it on the stump in the park attendance mandatory,-0.037063573,0.09226818,-0.037063573,5.406040148,5.676446486,4.479099036,Negative,neutral
59,i 'd still rather have aaron hernandez as president than hillary,-0.03699077,0.09682594,-0.03699077,4.602662886,5.115738722,3.777116843,Negative,oppose
60,jsa vol y ted cruz here yeah go teddy boy the world is getting hotter ! ! it 's called global warming ! ! you 're such a putz ! !,-0.016147591,0.13876659,-0.016147591,3.90580176,3.631505388,2.533395538,Negative,neutral
61,justice willett at least he has a platform,-0.035894565,0.13076545,-0.035894565,3.950339338,3.755621195,2.431874438,Neutral,neutral
62,"because i'm against common core , common crooks and common lies ! # no hillary 2016 # # stop hillary clinton 2016 # # why im not voting for hillary #",-0.024943907,0.19193308,-0.024943907,3.851634776,4.109223416,3.097960145,Neutral,oppose
63,i would laughing my a off if some negro democrat decides to run for president # hillary clinton 2016 # # hillary s big announcement # # hillary s donors #,-0.012853619,0.19272804,-0.012853619,5.412650525,5.461962016,4.127647118,Negative,oppose
64,"senna 1 kiri ll was here how many men are getting their dicks sucked daily in congress , etc and no one gives a shit",-0.032415375,0.101489246,-0.032415375,4.020080649,4.272010261,3.115876611,Negative,neutral
65,"you ca n't grow an economy from the bottom up if she gets in , we 're all in trouble",-0.036733247,0.08957627,-0.036733247,5.02699502,5.018937822,3.516529373,Negative,oppose
66,hillary clinton stop raising taxes and let people keep more of their wages ! # liberty not hillary # # stand with rand #,-0.02530811,0.11232109,-0.02530811,3.689793897,3.924392484,2.911992828,Negative,oppose
67,"theblaze if you think hillary is n't taking foreign money from muslim brotherhood , you probably favor obama as chief justice",-0.023224454,0.121829,-0.023224454,4.280441259,4.75109059,3.181287267,Positive,oppose
68,"3 fixing america 's political system by getting rid of unaccountable money , and for protecting the country",-0.03496337,0.094133034,-0.03496337,5.129777402,5.652670939,3.863028122,Negative,neutral
69,marijuana ? mari ju a age equality ? ? coincidence i think not ! ! 11 !,-0.036903247,0.09483149,-0.036903247,4.640928608,5.105206186,3.611519077,Negative,neutral
70,kori was in ger j but tawi po she also voted for the iraq war and was responsible for gathering the democrats votes to support it,-0.025920495,0.12127961,-0.025920495,3.999785262,4.021888782,2.327908816,Negative,oppose
71,ding dong,-0.032601792,0.14383405,-0.032601792,5.011888901,4.989506699,3.618602915,Negative,neutral
72,rt max tollens jr one percenter lied about being # dead broke # no more lies no to,-0.035254546,0.090081155,-0.035254546,3.200988835,4.089574338,2.113610874,Positive,neutral
73,s lessard 100 agree we need a woman like hillary that can help this country get nursed back together !,-0.021322269,0.12602457,-0.021322269,3.10043015,3.408742343,2.460633849,Negative,support
74,much like you good people i forgot about my # live tweeting bladerunner # a couple weeks ago # callback # # pot roast # # cartography # # blue #,-0.021999652,0.12676911,-0.021999652,4.19362246,4.235930998,2.901978596,Negative,neutral
75,rand paul hillary clinton you could never dream to be as intelligent as she is,-0.030815177,0.09723001,-0.030815177,3.500963534,3.752756782,2.614211932,Negative,support
76,"if hillary will lock americans in classrooms during her campaign , she 'll have no problems locking us all up whenever she wants",-0.033696286,0.09310229,-0.033696286,4.685072746,5.044766634,3.812367994,Negative,oppose
77,# why im not voting for hillary # she calls education a non family enterprise # im committed 2 defeat hillary # are you ? # nc pol # gop,-0.028013533,0.11454934,-0.028013533,5.049780754,5.230407187,3.875235896,Negative,oppose
78,"bristol a 48 alc in i ah mahogany 1992 st phil mz diva h 67 progress 4 ohio grace slick 77 aunt lu lie deejay e dee he cool , but no",-0.027340665,0.16986111,-0.027340665,4.870078507,5.166607955,4.106519724,Negative,neutral
79,jeff nichols 82 hillary for i a # freedom # justice equality education for innovation and development to make # happy # life in utopia,-0.019726831,0.13913698,-0.019726831,4.525787292,4.55550141,3.176611104,Negative,support
80,whitehouse barack obama hillary for i a barack obama the whole # world # is supporting you,-0.021551788,0.12341276,-0.021551788,3.816088173,4.227708968,2.804170111,Positive,support
81,hillary clinton especially the paid union lack ies who have no idea why their there propaganda machine spinning overtime,-0.030675057,0.09645198,-0.030675057,4.515929593,4.920658656,4.041263257,Negative,oppose
82,hillary clinton the deceit hand ? thats a hand you know well right ?,-0.033591613,0.08964439,-0.033591613,4.998983143,5.31821933,3.726232718,Negative,oppose
83,a lyss smith h there she is pant suite hillary to hide those thighs # hillary s donors # # hillary s big announcement # # benghazi # # obama #,-0.01530505,0.22250748,-0.01530505,4.186805987,4.393215664,3.280663309,Negative,oppose
84,hillary clinton will pick sen warren for vp mark my tweet # unstoppable ticket # # elizabeth warren #,-0.026166037,0.11434531,-0.026166037,5.330035664,5.809751085,4.374436984,Positive,support
85,i'm going to apply for the intern job,-0.035506867,0.089300744,-0.035506867,4.663855898,4.532392963,2.834248444,Negative,neutral
86,thanks 1 political math then you know how slippery snakes slither over shards of glass !,-0.035838816,0.084781885,-0.035838816,3.959934589,4.442802604,3.067322659,Negative,neutral
87,46 dr house be interesting to see how hillary defends same when questioned she will eventually have to answer questions,-0.03286193,0.10416199,-0.03286193,5.358428191,5.620536327,4.112452271,Positive,oppose
88,hillary clinton what 's the ambient temperature in # hell # today ? use that as a guide !,-0.036156397,0.0875277,-0.036156397,4.108068632,4.673807009,3.301059565,Positive,oppose
89,"gov chafee , why are you trying to make fetch happen it 's not going to happen",-0.024766104,0.11495639,-0.024766104,4.470995054,4.795565331,3.570812348,Negative,neutral
90,# everyday sexism # only a tik salt may say what sexism is the rest of you all shut up,-0.036257103,0.0924994,-0.036257103,4.538172888,4.530368012,3.560283428,Negative,neutral
91,"tj hansen o will is serious , if trump runs you 'll get a trump tattoo ? calling the donald ! !",-0.033513132,0.09297808,-0.033513132,5.98959906,6.455178686,4.689585355,Negative,neutral
92,"everything about hillary clinton is bogus her issues , her history , her # iowa # trip , her # twitter # followers , her campaigning",-0.03160482,0.100790605,-0.03160482,3.570734567,4.278099824,2.609062111,Positive,oppose
93,# hillary clinton # is a champion of data removal,-0.03650594,0.08946811,-0.03650594,4.872043896,5.251502514,3.996467106,Positive,oppose
94,founders girl artist angie i want the first female to be competent,-0.03479896,0.08674449,-0.03479896,4.427334914,4.707738181,3.738851807,Negative,oppose
95,saudi arabia imprisons flogs rape victims women 's champion hillary clinton has accepted millions from saudi govt # t cot #,-0.022269858,0.14383036,-0.022269858,5.064340681,5.17654849,3.82137358,Negative,oppose
96,how much was monica getting paid when bill 's burrito squirted sauce all over her pretty blue dress ? maur a reynolds politico,-0.03314697,0.0930273,-0.03314697,4.658286111,4.993246864,3.784598404,Negative,oppose
97,go watch america imagine a world without her it 'll make you realize how lucky we are to live in the best country on earth,-0.014467929,0.14105329,-0.014467929,5.431472219,5.63115681,4.211447161,Negative,neutral
98,i suspect hillary 's scooby doo tour is being used as a distraction from server gate et al # no obama third term #,-0.018319778,0.13592026,-0.018319778,3.692935142,4.230043646,2.981368236,Positive,oppose
99,breaking news # hillary # trades campaign bus for a broomstick,-0.037184775,0.09458603,-0.037184775,2.933887809,3.31638758,2.269527447,Negative,oppose
100,"so cali militia 1 czar of freedom that god for global warming melting icebergs , never gets prosecuted for her crimes # liberals #",-0.02848623,0.10459262,-0.02848623,4.236781182,4.540105871,3.451323277,Negative,oppose
101,nothing says i'm every woman like 10 democrat staffers in a machine shop in # iowa # right hillary clinton ? # not ready for hillary #,-0.031149533,0.12069769,-0.031149533,7.156623428,7.372912247,5.859078719,Negative,oppose
102,"i 'd love for some reporter to ask , second clinton , will you b returning the white house china , if elected ? or did you already hock it ?",-0.03125172,0.095919676,-0.03125172,4.219640745,4.316891411,2.718030491,Negative,oppose
103,very simple the clinton 's are corrupt,-0.03213819,0.15680599,-0.03213819,3.835218983,4.330324814,3.177215282,Negative,oppose
104,capt yonah the hill fine unethical or illegal quid professional quo uranium deal works for me,-0.030321717,0.12100539,-0.030321717,4.316083849,4.649033482,3.52811282,Negative,neutral
105,con serva tv eg url those of us that also have a brain will be voting against hillary,-0.035527304,0.0908872,-0.035527304,4.949471035,4.963214704,3.356479993,Negative,oppose
106,life news hq tolerance at its best ! do as i say not as i do,-0.03711747,0.09406973,-0.03711747,2.926610687,3.569789689,2.487235379,Positive,neutral
107,"chris 1791 truth revolt that does n't leave much to talk about , then , does it ?",-0.035105325,0.08977008,-0.035105325,5.082541542,5.413530659,3.97075245,Negative,neutral
108,i'm thinking # hillary # throws # chelsea # under the bus to end # foundation # firestorm # clinton cash # # the greater good # # election 2016 #,-0.024157878,0.12963794,-0.024157878,4.829874301,4.579493841,2.981231481,Neutral,oppose
109,foxnews # happening now # optics problem ? no the real hillary clinton has stood up # clinton cash # # i a votes #,-0.03423499,0.09436302,-0.03423499,4.470538099,4.712862445,3.551132929,Neutral,oppose
110,hillary clinton you can run but you ca ' t hide # clinton foundation scandal # # clinton cash # # email gate #,-0.026178032,0.112986594,-0.026178032,5.073288972,5.122680907,3.607345554,Negative,oppose
111,"in case of emergency , push this button to scrub server",-0.037545137,0.097960226,-0.037545137,6.143278248,6.224968542,4.63693454,Positive,neutral
112,great to see my mentor rep susan davis at # dc in sd # and she 's right we have the most qualified candidate ever running for potus,-0.028316285,0.10830361,-0.028316285,2.049736435,2.500859452,2.040737746,Negative,support
113,barack obama # love # peace and peaceful coexistence of all no to violence and # terrorism #,-0.033512726,0.08957707,-0.033512726,4.245895649,4.493389513,3.481441789,Negative,neutral
114,ready for hrc hillary clinton support encourage # hillary clinton # president # united states # world is success of women in world,0.00221929,0.22384235,0.00221929,4.159946757,3.9694435,2.439123404,Negative,support
115,i bet leslie knope would be so happy about,-0.03489516,0.0895607,-0.03489516,3.325820736,3.554832271,2.536012079,Negative,support
116,"also the 400 , 000 speaking fees # hillary # took from goldman sachs for two speeches joan vennochi",-0.036720876,0.108007304,-0.036720876,4.519879052,4.855247816,3.754792067,Negative,oppose
117,ready for hrc support encourage # hillary clinton # president # united states # world is success of women in world,-0.006388619,0.17092603,-0.006388619,3.983434095,4.196034616,3.237954895,Negative,support
118,nature guy 101 mary m oriente s support encourage # hillary clinton # president # united states # world is success of women in world,-0.00389809,0.23373702,-0.00389809,5.433352562,5.579432132,4.1245039,Positive,support
119,rebecca lips on # freedom # justice equality education for innovation and development to make # happy # life i utopia,-0.028904554,0.10715032,-0.028904554,3.328211341,3.233592561,1.679230687,Negative,neutral
120,before leaving my dad 's i took the liberty in framing and put up the pictures he has meeting hillary and bill clinton in '92,-0.03340768,0.09210674,-0.03340768,3.501145123,3.757272355,2.774892205,Negative,support
121,# hillary s accomplishments # being a total cluster fuck at anything she does # ready for hillary # # unite blue # # top prog # # t pot # # lib crib #,-0.028281204,0.10472436,-0.028281204,5.294047608,5.16298473,3.452480283,Neutral,oppose
122,rt chuck nellis hillary clinton name change it 's no longer hrc it 's now hillary uranium # benghazi # clinton take note,-0.019717336,0.15138096,-0.019717336,4.858777362,4.847107293,3.298133294,Negative,oppose
123,hillary is on her way to # baltimore # to be their champion # baltimore riots #,-0.03634995,0.08907524,-0.03634995,4.046753437,4.362708055,2.974616445,Positive,support
124,"take faith that almost every political entity around you , whether dissident or not , serves no good purpose # dem publicans #",-0.034397997,0.08810491,-0.034397997,4.399260801,4.468995497,2.958908673,Positive,oppose
125,you do n't have to be a lawyer to know the clinton violated ethics rules,-0.03673265,0.09199957,-0.03673265,5.441126255,5.751311134,4.563852887,Negative,oppose
126,xx o a x hillary clinton mary m oriente s barack obama the whole # world # is supporting you,-0.026220445,0.115078226,-0.026220445,5.290933314,5.606339837,4.348172246,Negative,support
127,hillary clinton # freedom # justice equality education for innovation and development to make # happy # life i utopia,-0.025765058,0.112005964,-0.025765058,4.561950496,4.775398129,3.604248007,Negative,support
128,"so clinton fd n , i believe andrew fastow beat you to the we made mistakes , as many organizations of our size do excuse",-0.030542336,0.10413331,-0.030542336,3.932203842,3.730380715,2.230748832,Negative,oppose
129,i'm 19 years old and care about politics and elections i feel like i'm 67 years old,-0.029422296,0.10275065,-0.029422296,3.489163654,4.158525921,2.210080762,Positive,neutral
130,hillary clinton i notice that you did n't condemn the lawless actions of the rioters,-0.03493313,0.08785205,-0.03493313,4.175864513,4.508812343,3.080679623,Positive,oppose
131,obama climate change or bush ? who to blame ? hillary right wing conspiracy in baltimore # bal it more riots #,-0.033803947,0.089518525,-0.033803947,3.708678506,4.049582983,3.137825047,Negative,oppose
132,"was n't the original # scooby van # also full of unemployed hippies a stupid dog , who lived to meddle in other people 's business ?",-0.030350119,0.10590184,-0.030350119,3.463653999,3.539352099,2.671424368,Negative,oppose
133,"in 2013 clinton foundation collected 140m and spent 9m on direct aid , in 2014 they raised 500m and spent 100m on direct aid !",-0.017324783,0.16335894,-0.017324783,3.483299177,3.789243807,2.811160152,Negative,oppose
134,students of # baylor university # are you all ready for # marco rubio # in # 2016 # # bu # # baylor # # bears # # baylor bears # # new american century # # gop #,-0.011453765,0.15571158,-0.011453765,4.638579446,5.164702259,3.669144178,Positive,oppose
135,chelsea clinton hrc do you stand for # bill clinton # assaulting teen girls too ? # ready for hillary # # hillary clinton # # clinton 2016 #,-0.02057824,0.16973293,-0.02057824,4.917536742,5.002140658,3.479147704,Positive,oppose
136,hey # texas state # # bobcats # i hope you all are ready for # marco rubio # # 2016 # # texas state university # # new american century # # texas # # t cot #,0.000951838,0.19811417,0.000951838,5.352884847,5.328855526,3.717104812,Negative,neutral
137,the only thing that i would pay money for is to hear hillary clinton say i quit and i'm guilty that would be worth millions,-0.005210446,0.18290141,-0.005210446,4.114376354,4.676651041,3.564963885,Negative,oppose
138,"hillary clinton keeps sending me emails , and when i try to subscribe , i get an error message this is cancer",-0.026060881,0.11136975,-0.026060881,3.659410571,3.950937916,2.914913587,Negative,oppose
139,hillary clinton barack obama the whole # world # is supporting you,-0.03179983,0.094013244,-0.03179983,4.124199812,3.966552991,2.657978775,Negative,support
140,"denial it works for hillary , why not the mayor of # baltimore # # democrat lies matter #",-0.036313716,0.088872276,-0.036313716,4.997468818,5.130783457,3.472445121,Negative,oppose
141,join the twitter movement ! rt or favorite for a mention or follow back !,-0.034864493,0.09011843,-0.034864493,5.182759828,5.245636344,3.737920716,Negative,neutral
142,wow rt greta baltimore orioles to play tomorrow but no public allowed # baltimore riots # # freddie gray # # thanks obama # # wake up america #,-0.003695659,0.19963428,-0.003695659,4.937210772,5.282621482,4.170942578,Negative,neutral
143,spoke to hillary clinton today in New York City wow ! so smart and impressive ! ! !,-0.03336736,0.09106665,-0.03336736,5.173235943,5.541358838,4.519168583,Negative,support
144,hillary clinton says the millionaire politician who accepts from countries that execute gays # hypocrite # # wake up america #,-0.024470981,0.11719021,-0.024470981,4.008324064,4.258203776,3.112784254,Positive,oppose
145,"# bernie sanders # is running for president , do n't the # democrats # already have one really old guy running ? ?",-0.02675499,0.10655978,-0.02675499,4.055052438,4.418879259,3.300460917,Negative,oppose
146,297 days until i can register to vote ! ! 1 year 193 days until election day # rock the vote # # democrats # # every vote counts #,-0.018039161,0.13415095,-0.018039161,4.654394511,4.900813097,3.783184951,Negative,support
147,theyre not thugs you # tea party # racists they are community re organizers ! ! # t cot # # baltimore riots #,-0.035518665,0.09069806,-0.035518665,5.968349461,6.131470921,4.656132965,Positive,neutral
148,hillary will get past the primaries cause them voters do n't think she can do any wrong but she will be beat in november,-0.029942824,0.10021069,-0.029942824,4.100783908,4.40074251,3.291667146,Negative,oppose
149,hillary clinton loving the new colorful profile picture ! # love it #,-0.035129108,0.08736369,-0.035129108,5.01315411,5.349126647,4.164840007,Negative,support
150,"hillary clinton did your rich saudi donors , who execute gays , join the team ? # hypocrite # # wake up america #",-0.015646506,0.1436522,-0.015646506,3.849090166,4.027515145,2.751673434,Negative,oppose
151,"also , i finally moved to fd city today ! will be much easier to get around going forward ! # moving #",-0.022974817,0.119343385,-0.022974817,3.675332528,4.154751606,2.962631602,Negative,neutral
152,i think i am going to vote for monica lewinsky 's ex boyfriends wife,-0.035076812,0.0915856,-0.035076812,4.602011667,4.913998567,3.723409135,Negative,support
153,and the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours,-0.025196118,0.1214408,-0.025196118,3.305450153,3.434546269,2.447844779,Negative,oppose
154,hillary clinton versus bernie sanders primary will be like the brawl over applesauce at the retirement home # ready for hillary #,-0.02585286,0.122068346,-0.02585286,4.286710406,4.250312095,2.560680638,Negative,support
155,too many women in too many countries speak the same language of silence hillary clinton # hillary clito n # # hillary 4 women #,-0.02280047,0.14360292,-0.02280047,1.936159504,2.300738378,1.522511657,Negative,support
156,too many women in too many countries speak the same language of silence hillary clinton # hillary clito n # # hillary 4 women #,-0.02280047,0.14360292,-0.02280047,3.579149855,3.450722991,2.059567551,Negative,support
157,"always AOL instant mess anger high , work hard , care deeply about what you believe in when you stumble , keep faith hillary clinton faith 4 hillary",-0.015480072,0.20076361,-0.015480072,4.748866969,4.777891872,3.419539267,Negative,support
158,"it 's time that we move from good words too good works , from sound bites too sound solutions hillary clinton # hillary clinton #",-0.034227703,0.09785883,-0.034227703,4.845607166,5.092870303,3.885243599,Negative,support
159,the democrats dnc women i'm down to help for 2016 election,-0.029901132,0.103725515,-0.029901132,3.711785926,4.014835363,3.006265615,Negative,support
160,how many poor kids could too 5 billion feed ?,-0.03610629,0.08773926,-0.03610629,4.417530724,4.753494712,3.796305434,Negative,neutral
161,nor su 2 secret clinton docs ? gee what a surprise !,-0.032932978,0.101849005,-0.032932978,4.648214079,4.580963121,2.719029164,Neutral,oppose
162,too far real donald trump that 's just too fucking far # baltimore uprising # # obama #,-0.036127705,0.0941487,-0.036127705,3.634375837,4.321152483,2.391980783,Positive,neutral
163,hillary clinton makes nixon look like an amateur schoolboy # clinton cash # # clinton foundation # # clinton #,-0.027903676,0.11328473,-0.027903676,6.040088857,6.151669747,4.618791294,Positive,oppose
164,the hill # mama hillary # is making the case here just exclusively how to deal with complex social issues # cnn # # bbc # # mama clinton #,-0.031119337,0.103557296,-0.031119337,3.79859738,4.301736659,2.977249585,Positive,support
165,"golden talon john man ko cassandra rules on the contrary , i am happy she will win i enjoy seeing liberal cities burn go",-0.003202017,0.19986963,-0.003202017,2.517950733,3.184354179,1.040046198,Positive,support
