Tweet,Stance,Index,Original Tweet
"men do n't have a right to talk over you , you 're voice is important , you are a goddess and do n't deserve to be silenced",FAVOR,1037,"Men don't have a right to talk over you, you're voice is important, you are a goddess and don't deserve to be silenced #SemST"
finally a women running for president,FAVOR,1038,FINALLY A WOMEN RUNNING FOR PRESIDENT #SemST
pissed that i got talked to but he did n't,FAVOR,1039,"Pissed that I got ""talked to"" but he didn't  #SemST"
"sir william valen insulting , thinking you can make a switch like that if it was n't written for us , it was n't for us",NONE,1040,"@SirWilliamValen insulting, thinking you can make a switch like that. if it wasn't written for us, it wasn't for us #SemST"
yaa hne mba have you ever thought that maybe blue jeans hates you ? not everyone in the world is made for each other,NONE,1041,"@Yaahnemba Have you ever thought that maybe ""blue jeans"" hates you? Not everyone in the world is made for each other. #SemST"
i believe that every women should have their own rights ! !,FAVOR,1042,I believe that every women should have their own rights!! #SemST
the rui es x dirty di anna why not she 's clearly a part of the squad females ca n't be with guys without being looked at as a hoe,FAVOR,1043,@TheRuIes @xDirtyDianna why not she's clearly a part of the squad females can't be with guys without being looked at as a hoe #SemST
it upsets me how people are so narrow minded when it comes to feminism stereotyping men is not,FAVOR,1044,It upsets me how people are so narrow-minded when it comes to feminism. STEREOTYPING MEN IS NOT . #SemST
i am obsessed with becoming a woman comfortable in her skin sandra cisneros # latinx # # welcome on cam #,FAVOR,1045,I am obsessed with becoming a woman comfortable in her skin.  Sandra Cisneros #latinx #woc #SemST
i just yelled at my boyfriend for trying to let me win for mortal kombat x,FAVOR,1046,I just yelled at my boyfriend for trying to let me win for Mortal Kombat X. #SemST
"extinction of insects , dangerous herbs , gigolo services , religious fanaticism , fake beer can s why malaysia radio media fail 2 discuss ?",NONE,1047,"Extinction of insects,dangerous herbs,gigolo services,religious fanaticism,fake BEERcans-Y Malaysia Radio&media FAIL2discuss? #SemST"
rt wgs nd su let 's demand less cat calling and more cats ! # nd su feminist # # feminist # # cats # # dogs can come too #,FAVOR,1048,RT @WGSndsu: Let's demand less cat-calling and more cats! #ndsufeminist #Feminist #cats #DogsCanComeToo #SemST
anyone find it funny that # feminists # use # take it like a man # when they do n't want to understand what it means to be one ?,AGAINST,1049,Anyone find it funny that #Feminists use #TakeitLikeAMan when they don't want to understand what it means to be one?  #SemST
my rainbow ninja not all b has this farm is fucking disgusting,NONE,1050,.@MyRainbowNinja @NotAllBhas This farm is fucking disgusting. #SemST
rt ross an s gui l nothing like dudes joking about molesting me right to my face,FAVOR,1051,RT @rossansguil: Nothing like dudes joking about molesting me right to my face... #SemST
all i'm doing is reading good game tweets and getting angrier fuu u u u u u u u u uck men are privileged time for bed # feminism is awfully great #,FAVOR,1052,All I'm doing is reading GG tweets and getting angrier. Fuuuuuuuuuuuck men are privileged.  Time for bed. #FeminismIsAwfullyGreat #SemST
fu d gie e bud die e are you saying all girls are sensitive because of gender roles ? you sexist swine,FAVOR,1053,@FudgieeBuddiee ARE YOU SAYING ALL GIRLS ARE SENSITIVE BECAUSE OF GENDER ROLES? YOU SEXIST SWINE #SemST
"dani b christen yes , a greater understanding because your 's is superior too mine laughing out loud # i dont need feminism #",AGAINST,1054,"@DaniBChristen Yes,a ""greater"" understanding because ur's is ""superior"" 2 mine LOL #IDontNeedFeminism #SemST"
who do i got to fuck to never feel like i got to fuck somebody ?,NONE,1055,WHO DO I GOTTA FUCK TO NEVER FEEL LIKE I GOTTA FUCK SOMEBODY? #SemST
"when they say men look at women like a piece of meat what do they even mean , they want to cook eat her ? # yes all women #",FAVOR,1056,"when they say men look at women like a piece of meat what do they even mean, they want to cook & eat her? #YesAllWomen #SemST"
"starting to compile evidence for web log post , how modern feminism shares the same traits as the nazi propaganda # anti feminism #",AGAINST,1057,"Starting to compile evidence for blog post, how modern feminism shares the same traits as the Nazi propaganda #antifeminism #SemST"
why do n't you love me twitter,NONE,1058,Why don't you love me Twitter #SemST
i hope you get raped is apparently how misogynists say how dare you not bend to my will ? # yes all women #,FAVOR,1059,"I HOPE YOU GET RAPED is apparently how misogynists say ""How dare you not bend to my will?""  #YesAllWomen #SemST"
how much radical feminist does there have to be before feminist start rethinking their position about feminism ?,AGAINST,1060,How much radical feminist does there have to be before feminist start rethinking their position about feminism? #SemST
honored to be followed by the truly inspirational kon ok founder of as rc 1 # real australians say welcome # # the things that matter #,NONE,1061,Honoured to be followed by the truly inspirational @Kon__K founder of @ASRC1 #realaustralianssaywelcome #thethingsthatmatter #SemST
feminists do n't even understand what feminism is,AGAINST,1062,Feminists don't even understand what feminism is. #SemST
thanks to the work of people like everyday sexism they are not only helping women but helping the whole of society,FAVOR,1063,Thanks to the work of people like @everydaysexism they are not only helping women but helping the whole of society #SemST
"if you want to stay home and raise a family , that 's cool but that 's your choice and nobody else 's",FAVOR,1064,"If you wanna stay home and raise a family, that's cool. But that's your choice and nobody else's. #SemST"
suicidal jac 3 eat a pus or something loser,NONE,1065,@suicidaljac3 eat a pus or somethin lozer #SemST
women are superior to men in every aspect # feminist #,FAVOR,1066,Women are superior to men in every aspect #feminist #SemST
bruise aurora i'm advocating men to stop loving women just have sex with them # everyday sexism #,AGAINST,1067,@BruiseAurora i'm advocating men to stop loving women. Just have sex with them . #everydaysexism #SemST
i need feminism because a man in a room full of women is ecstatic a woman in a room full of men is terrified,FAVOR,1068,I NEED FEMINISM BECAUSE- A man in a room full of women is ecstatic. A woman in a room full of men is terrified. #SemST
why is paul elam not one of the most hated men alive right now ! ? # feminist #,FAVOR,1069,Why is Paul Elam not one of the most hated men alive right now!? #feminist #SemST
yes women it 's not fair that men staying at home is shamed by society we must change people add i tudes # everyday sexism #,FAVOR,1070,Yes women it's not fair that men staying at home is shamed by society. We must change ppl additudes  #everydaysexism #SemST
watching # miss representation # we must change our world # women rule # # change # # beauty #,FAVOR,1071,Watching #missrepresentation .. We must change our world. #womenrule #change #beauty #SemST
i wo n't complain about equal to represent of girls in gaming princess peach zelda are kick ass women samus is a beast hello ! # gaming #,FAVOR,1072,I won't complain about equal rep of girls in gaming. Princess Peach & Zelda are kick-ass women. Samus is a beast. Hello! #gaming #SemST
a woman is not a sex object she 's a person # truth # # wisdom # # womens rights # # media # # life # # humanity # # love # # society #,FAVOR,1073,A woman is not a sex object. She's a person. #truth #wisdom #womensrights #media #life #humanity #love #society #SemST
umrao jaan ada a story of not just a life or prostitute but of poise and poesy # woman power #,FAVOR,1074,Umrao Jaan Ada- a story of not just a life or prostitute but of poise and poesy.  #WOMANPOWER #SemST
laughing out loud what 's so ugly about wanting to be equal ?,FAVOR,1075,Lol what's so ugly about wanting to be equal? #SemST
"you want to hear something really ugly , 1 in 5 women will be sexually assaulted in their time in college # misogyny is ugly #",FAVOR,1076,"You want to hear something really ugly, 1 in 5 women will be sexually assaulted in their time in college #MisogynyIsUgly #SemST"
amin 86660132 just so shelby very nice work i'm happy to hear your autistic friend is able to express himself this way,NONE,1077,@amin86660132 @justsoshelby  Very nice work. I'm happy to hear your autistic friend is able to express himself this way #SemST
what the f k literal fuck am i evan s s eing this thing about,NONE,1078,WTF LITEraL FUCK AM I EVAN SSEING THIS THING ABOUT. #SemST
radios are filled with feminist and rape propaganda feminism is alive and well in malaysia their rape guilt tactics wo n't silence me,AGAINST,1079,Radios r filled with feminist and rape propaganda. Feminism is alive n well in Malaysia. Their rape guilt tactics won't silence me #SemST
"i take some solace in knowing that , at least , it means they do n't know who that useless hack is the hired mind",NONE,1080,"I take some solace in knowing that, at least, it means they don't know who that useless hack is... @thehiredmind  #SemST"
no feminists are not ugly the fact that there is n't equal rights for both men and women is # feminists are beautiful #,FAVOR,1081,No. Feminists are not ugly. The fact that there isn't equal rights for both men and women is. #FeministsAreBeautiful #SemST
"meredith giving denial of normal crap was great , but holy crap peggy no spoilers , but damn was it a great scene # peggy # # madmen #",NONE,1082,"Meredith giving Don crap was great,but HOLY CRAP PEGGY. No spoilers, but DAMN was it a great scene. #Peggy #MadMen #SemST"
so i guess the new definition of ugly is believing in equal rights let me be ugly then,FAVOR,1083,so i guess the new definition of ugly is believing in equal rights... LET ME BE UGLY THEN #SemST
strict gender roles in the context of a true marriage devoted to raising children will always be the ideal no substitutes # t cot #,AGAINST,1084,Strict gender roles in the context of a true marriage devoted to raising children will always be the ideal. No substitutes. #tcot #SemST
okay armchair feminists got their panties wet if you 're a social justice warrior go out and do something get off tumblr,AGAINST,1085,Ok armchair feminists got their panties wet. If you're a social justice warrior go out and do something. Get off tumblr.  #SemST
i ca n't believe some of the reasons people say they need feminism i need my dog for half of the same reasons # anti feminist #,AGAINST,1086,I can't believe some of the reasons people say they need feminism. I need my dog for half of the same reasons.  #antifeminist #SemST
"stars thomas dear god , you are fat",NONE,1087,"@StarSThomas Dear god, you are fat. #SemST"
if feminists are ugly then what are the people calling them ugly must be vile,FAVOR,1088,If feminists are ugly then what are the people calling them ugly must be vile #SemST
Instant Message sorry if you going to be with me and call me you women like Instant Message a ca digory ill probably but boot out the door,FAVOR,1089,"Im sorry if you going to be with me and call me ""you women"" like im a cadigory ill probably but boot out the door #SemST"
"me ( in jest ) it 's a man 's world , y ' know kaitlyn i 'll blow up the world then",FAVOR,1090,"Me (in jest): It's a man's world, y'know. Kaitlyn: I'll blow up the world then.  #SemST"
aw yee 707 i respect your truck suck why do you not respect girls ' innate or chosen doll love ?,FAVOR,1091,.@Awyee707 I respect your truck-suck. Why do you not respect girls' innate or chosen doll-love? #SemST
aw yee 707 tiger c laud you compared playing with dolls to a violent disposition two very different things # gamer gate #,NONE,1092,@Awyee707 @TigerClaud You compared playing with dolls to a violent disposition. Two very different things. #GamerGate #SemST
optimist 216 what a load of crap dressing appropriately for the office is sexist ? grow up # yes all women #,FAVOR,1093,"@optimist216 What a load of crap. Dressing appropriately for the office is ""sexist""? Grow up. #YesAllWomen #SemST"
i'm not sure my sch aden freude s can stand this much tickling mt 8 9 pretty sing,NONE,1094,I'm not sure my schadenfreudes can stand this much tickling. @MT8_9 @prettysing  #SemST
di is tant echo your wee sister believes in both santa claus and feminism think harder about what that means,AGAINST,1095,.@diistantecho Your wee sister believes in both Santa Claus and feminism. Think harder about what that means. #SemST
dancer lw t have you considered changing your twitter handle to vagina monologue ?,AGAINST,1096,@dancerlwt Have you considered changing your Twitter handle to vagina monologue? #SemST
just give me the attention you never gave anyone else # extreme rules # # nepal earthquake # # freddie gray # # rho are union #,NONE,1097,Just give me the attention you never gave anyone else. #ExtremeRules #NepalEarthquake #FreddieGray #RHOAReunion #SemST
"nyc interlude do n't worry , honey intelligence is a roadblock to full , unquestioning faith in feminism bleated be !",AGAINST,1098,".@nycinterlude Don't worry, honey. Intelligence is a roadblock to full, unquestioning faith in feminism. Bleated be! #SemST"
i am a feminist i 've been a female for a long time now it 'd be stupid not to be on my own side maya angelou # feminist # # humanist #,FAVOR,1099,I am a feminist.I've been a female for a long time now.It'd be stupid not to be on my own side-Maya Angelou-#feminist #humanist #SemST
feminism vibes men do n't admit to being raped as readily as women do so your question is feminist bullshit,AGAINST,1100,.@feminismvibes Men don't admit to being raped as readily as women do. So your question is feminist bullshit. #SemST
"vote 4 pedro she lied you idiot , it 's a fact the reason that you wo n't acknowledge those facts is also the reason why",NONE,1101,"@vote4pedro___ she lied you idiot, it's a fact & the reason that you won't acknowledge those facts is also the reason why #SemST"
"an and dar an and am not stopping your foe on your own Tough Luck , if you notice was encouraging you to post topics i'm interested in on my Tough Luck # vaw #",NONE,1102,"@AnandDaranand am not stopping your FOE on ur own TL,if u notice;was encouraging u to post topics I'm interested in on my TL #VAW #SemST"
courting patriarchal approval condemns your sisters to abuse about their physical appearance # patriarchy is ugly #,FAVOR,1103,Courting patriarchal approval condemns your sisters to abuse about their physical appearance #patriarchyisugly #SemST
sky news eamonn holmes sky jacqui e guy from ' beach body ready ' advert being interviewed conclusion arrogant male chauvinist idiot,FAVOR,1104,@SkyNews  @EamonnHolmes @SkyJacquie guy from 'beach body ready' advert being interviewed.Conclusion=arrogant male chauvinist idiot #SemST
rsi e reilly i 've been pretty well enjoyed your response to,NONE,1105,@rsiereilly I've been pretty well. Enjoyed your response to #SemST
"contempo qi waa mah longer paid maternity leave , flexi working hours , on site childcare , breastfeeding breast pumping rooms , equal pay",FAVOR,1106,"Contempo Qiwaamah:longer paid maternity leave,flexi working hours,on-site childcare,breastfeeding/breastpumping rooms,equal pay #SemST"
mr mike c alta proud to say i do n't listen to fat crossed eyed mj,NONE,1107,@MrMikeCalta  Proud to say I don't listen to fat crossed eyed MJ #SemST
"the only reason , i stopped at each entrance in # walking street # is to have a # law of attraction # # viewpoint # # daily devotional #",NONE,1108,"The only reason, I stopped at each entrance in #walkingstreet is to have a #LawOfAttraction #viewpoint #dailydevotional #SemST"
"rimmed larry actually , the tag was made by feminists so they can narcissistic ally post self ies to prove they 're not ugly",AGAINST,1109,"@rimmedlarry Actually, the tag was made by feminists so they can narcissistically post selfies to prove they're not ugly. #SemST"
i have noticed that you never see any really beautiful feminists i wonder why ?,AGAINST,1110,I have noticed that you never see any really beautiful feminists. I wonder why? #SemST
james what the f k do n't be saying these inconvenient truths it might hurt the narrative,NONE,1111,@james_WTF don't be saying these inconvenient truths. It might hurt the narrative. #SemST
"dr aum kun ta also , sorry i'm too busy being a gorgeous feminist to give a shit about your beauty standards",FAVOR,1112,"@draumkunta also, sorry I'm too busy being a gorgeous feminist to give a shit about your beauty standards #SemST"
bethany jay new its cool i got the greenlight i'm back on your side,NONE,1113,@bethany_jayneW its cool I got the greenlight I'm back on ur side #SemST
sarcasm spasm mt 8 9 then there 's the added level of irony their chosen figureheads not really body positive amiri te ?,AGAINST,1114,"@_sarcasmspasm @MT8_9 Then there's the added level of irony: Their chosen figureheads: Not really ""body positive"" amirite? #SemST"
your physical appearance does n't define your worth people should be heard whether theyre conventionally attractive or not,FAVOR,1115,Your physical appearance doesn't define your worth.People should be heard whether theyre conventionally attractive or not. #SemST
all the feminist block me because i speak true,AGAINST,1116,All the feminist block me because I speak true. #SemST
i'm going to walk you through this helen a13 because i get feminists have no idea what they are saying bristol ben,AGAINST,1117,I'm going to walk you thru this @helen_a13 because I get feminists have NO idea what they are saying...  @BristolBen #SemST
m slu una women do n't need to shave,FAVOR,1118,@MsLuuna women don't need to shave. #SemST
the only thing ugly is the god damn opinions of the idiotic people who started this tag,NONE,1119,The only thing ugly is the god damn opinions of the idiotic people who started this tag #SemST
"wives who dislike cooking mmm ok husbands diet , saying they 'll stay fit actually they want to avoid cooking ) mcp # womens progress 2015 #",FAVOR,1120,"Wives who dislike cooking mk husbands diet, saying they'll stay fit Actually they want to avoid cooking ;) MCP #WomensProgress2015 #SemST"
"these sj ws are so homogenous and blur together so well it 's like dealing with one giant , rainbow headed monster # gamer gate #",AGAINST,1121,"These SJWs are so homogenous and blur together so well it's like dealing with one giant,rainbow-headed monster. #GamerGate #SemST"
# feminists # can now prove wage gap yet no lawsuits have come forward of women paid less maybe it does n't exist,AGAINST,1122,#Feminists can now prove Wage Gap... yet no lawsuits have come forward of women paid less... maybe it doesn't exist.  #SemST
feminists are not ugly laughing out loud they do make me laugh though they are the most hypocritical people on the planet,AGAINST,1123,Feminists are not ugly lol they do make me laugh though. They are the most hypocritical people on the planet #SemST
wonder what it 'd be like to wear a dress and not be sexually harassed for it # yes all women #,FAVOR,1124,Wonder what it'd be like to wear a dress and NOT be sexually harassed for it.  #YesAllWomen #SemST
lehi high school is my favorite school due to cl tn roberts ps year old gleaves hit me up # monday motivation # # what are you afraid of #,NONE,1125,Lehi high school is my favorite school due to @cltnroberts ps yo gleaves hit me up  #MondayMotivation #WhatAreYouAfraidOf #SemST
"if you want to empower women , you need to d is empower the warlords ! zahara langhi from libya # wil pf 100 # # w sw 2015 # # ik ff # # peace # # war #",FAVOR,1126,"If you want to empower women, you need to disempower the warlords! Zahara Langhi from Libya #WILPF100 #wsw2015 #ikff #peace #war #SemST"
hey j cd fitness stop te igg e ring me with your man gap on the bus i will fight the patriarchy until your in jail thank you # equality 2015 #,FAVOR,1127,hey @JCDFitness stop teiggering me with ur man gap on the bus i will fight the patriarchy until ur in jail. ty #Equality2015 #SemST
what is wrong with you people women with self respect should be coveted or have we been listening to too much rush ?,FAVOR,1128,What is wrong with you people. Women with self respect should be coveted. Or have we been listening to too much Rush? #SemST
"hey first world country white women bitching about gender inequality , you 're going to be fine # kill all men #",AGAINST,1129,"Hey first-world country white women bitching about gender inequality, you're going to be fine #killallmen #SemST"
"hey , all you # prolife # ers , if socrates was born mortal , and his mother thus doomed him to die , is she a murderer ?",NONE,1130,"Hey, all you #prolife-ers, if Socrates was born mortal, and his mother thus doomed him to die, is she a murderer? #SemST"
rt we need feminism i do n't want to choose between having a family or having a career,FAVOR,1131,RT @WeNeedFeminism: I don't want to choose between having a family or having a career #SemST
em wall bank listen well i'm ready to tell about a need that i cannot deny # hs m song #,NONE,1132,@EmWallbank listen well I'm ready to tell about a need that I cannot deny #hsmsong  #SemST
evelyn ln s jes chastain agree 100 ! she radiates beauty from the inside out such a role model for all,FAVOR,1133,@evelynlns @jes_chastain Agree 100 %! She radiates beauty from the inside out. Such a role model for all  #SemST
anyone else starting to notice the general demographic of feminists is like fucking high schools,AGAINST,1134,Anyone else starting to notice the general demographic of feminists is like fucking high-schoolers. #SemST
sexism is power plus prejudice ? so anita is sexist by her own definition because of her new title in time # anita sark ees ian #,AGAINST,1135,Sexism is power plus prejudice? So Anita is sexist by her own definition because of her new title in time #Anitasarkeesian #SemST
"women are strong , women are smart , women are bold # feminists are beautiful is a love movement #",FAVOR,1136,"Women are strong, women are smart, women are bold. #FeministsAreBeautifulisalovemovement #SemST"
want revenge for being a slut ? cry rape then lie to the world and carry a mattress with you # rape # # ugly feminist #,AGAINST,1137,Want revenge for being a slut?  Cry rape.  Then lie to the world and carry a mattress with you.  #rape #UglyFeminist #SemST
people actually brag about how dank their shatter wax shit is on instagram please kill me # laughing out loud # # dabs # # wax # # 420 #,NONE,1138,people actually brag about how dank their shatter wax shit is on instagram pls kill me #lol #dabs #wax #420 #SemST
got to love the respect feminists give to those that do n't want to be a feminist ( note the sarcasm ) # i dont need feminism #,AGAINST,1139,Gotta love the respect feminists give to those that don't wanna be a feminist (note the sarcasm) #IDontNeedFeminism #SemST
"kr ewell a jahan feminism does not equal woman 's rights feminism is about vaulting one gender over another , not equality",AGAINST,1140,"@KrewellaJahan feminism does not equal woman's rights. Feminism is about vaulting one gender over another, NOT equality. #SemST"
i guess wanting and trying to make this world a better place for everyone makes me ugly # feminist #,FAVOR,1141,I guess wanting and trying to make this world a better place for everyone makes me ugly. #feminist #SemST
because heckling # yes all women # screaming look at me ! all day is an excellent way to show us you are a serious individual,AGAINST,1142,"Because heckling #YesAllWomen & screaming ""LOOK AT ME!"" all day is an excellent way to show us you are a serious individual  #SemST"
feminist says something about women to be treated as equal human beings some asshole you 're ugly wow nice okay laughing my a off,AGAINST,1143,feminist: *says something about women to be treated as equal human beings*  some asshole: you're ugly  wow nice okay lmao  #SemST
"rod mccallum you 're 55 yrs out of date i thought you could be more interesting , but you 're just old news , bored now bye",NONE,1144,".@Rod_McCallum You're 55yrs out-of-date. I thought you could be more interesting, but you're just old news, bored now. Bye #SemST"
everyday sexism rod mccallum you are a dinosaur and a fool not rising to your antiquated rhetoric bye,FAVOR,1145,@EverydaySexism .@Rod_McCallum you are a dinosaur and a fool.  Not rising to your antiquated rhetoric.  Bye #SemST
foreign corre s po i'm never bored people who easily get bored like you profess to be are generally boring it 's a weak wimp out,NONE,1146,@foreigncorrespo I'm never bored. Ppl who easily get bored - like you profess to be - are generally boring. It's a weak wimp-out. #SemST
foreign corre s po and just because you can quote simone does n't mean you understand her modern fem mie n is m is just whining,AGAINST,1147,@foreigncorrespo And just because you can quote Simone doesn't mean you understand her. Modern femmie-nism is just whining. #SemST
the length of time i take in the bath directly relates to what 's happening on twitter # monday motivation # # worlds 2015 #,NONE,1148,The length of time I take in the bath directly relates to what's happening on Twitter #MondayMotivation  #Worlds2015 #SemST
all i need in this life of sin is me and my girlfriend,NONE,1149,All I need in this life of sin is me and my girlfriend #SemST
the fact that people think women need to be appealing and attractive to be heard seen as equal is why we need feminism,FAVOR,1150,the fact that people think women need to be appealing and attractive to be heard/seen as equal is why we need feminism #SemST
they want equality but what they 're doing is overpowering men # f emi nazi #,AGAINST,1151,They want equality but what they're doing is overpowering men. #feminazi #SemST
saying # all lives matter # instead of # black lives matter # is like saying equal rights for all instead of,NONE,1152,Saying #AllLivesMatter instead of #BlackLivesMatter is like saying equal rights for all instead of #SemST
i met my first radical feminist today holy shit amazing how much can go wrong in a brain # what the f k #,AGAINST,1153,I met my first radical feminist today. Holy shit. Amazing how much can go wrong in a brain #wtf #SemST
the female boo ok men in is t tweet laughing my a off at the fact you use a bunch of airbrushed fake ass celebrities,AGAINST,1154,@thefemaleboook @MeninistTweet lmao at the fact you use a bunch of airbrushed fake ass celebrities  #SemST
"coo i meme girl feminists reject ( or ignore the fight for ) equality when it might hurt women that 's not equality , duh",AGAINST,1155,".@cooImemegirl Feminists reject (or ignore the fight for) equality when it might hurt women. That's not equality, duh. #SemST"
coo i meme girl damn that wage gap ! sneaky men work longer hours in dangerous jobs and get paid for it !,AGAINST,1156,.@cooImemegirl Damn that wage gap! Sneaky men work longer hours in dangerous jobs and get paid for it! #SemST
"coo i meme girl feminists believe mothers should have a say over the father 's body , his job , and his money",AGAINST,1157,".@cooImemegirl Feminists believe mothers should have a say over the father's body, his job, and his money. #SemST"
you know what 's ugly ? ca n't going out with a short skirt without being judged,FAVOR,1158,you know what's ugly? can't going out with a short skirt without being judged #SemST
johnny nimble hey heather coo i meme girl equality a term used by feminists to poorly hide supremacist agendas,AGAINST,1159,".@johnny_nimble @__heyheather @cooImemegirl ""Equality"": a term used by feminists to poorly hide supremacist agendas. #SemST"
this feminist supports gender equality because some people believe a woman 's value lies in her physical beauty,FAVOR,1160,This feminist supports gender equality because some people believe a woman's value lies in her physical beauty. #SemST
"if you claim nor to be a feminist , you either do n't understand what feminism is , or you are a huge societal problem",FAVOR,1161,"If you claim nor to be a feminist, you either don't understand what feminism is, or you are a huge societal problem. #SemST"
elizabeth cady stanton did not die so you could get upset about fuck bois that do n't text back,FAVOR,1162,Elizabeth Cady Stanton did not die so you could get upset about fuckbois that don't text back #SemST
pid dy x nero cyber stalin it 's an attempt at a godfrey elf wick parody # protein world # # baltimore riots # # socialism #,NONE,1163,@Piddy_X @Nero @CYBERSTALIN It's an attempt at a @GodfreyElfwick parody. #ProteinWorld #BaltimoreRiots #socialism #SemST
women in hollywood are still getting paid less it is 2015,FAVOR,1164,Women in Hollywood are still getting paid less. It is 2015. #SemST
